subject_id,lh_bankssts_area,lh_caudalanteriorcingulate_area,lh_caudalmiddlefrontal_area,lh_cuneus_area,lh_entorhinal_area,lh_fusiform_area,lh_inferiorparietal_area,lh_inferiortemporal_area,lh_isthmuscingulate_area,lh_lateraloccipital_area,lh_lateralorbitofrontal_area,lh_lingual_area,lh_medialorbitofrontal_area,lh_middletemporal_area,lh_parahippocampal_area,lh_paracentral_area,lh_parsopercularis_area,lh_parsorbitalis_area,lh_parstriangularis_area,lh_pericalcarine_area,lh_postcentral_area,lh_posteriorcingulate_area,lh_precentral_area,lh_precuneus_area,lh_rostralanteriorcingulate_area,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_superiorparietal_area,lh_superiortemporal_area,lh_supramarginal_area,lh_frontalpole_area,lh_temporalpole_area,lh_transversetemporal_area,lh_insula_area,lh_WhiteSurfArea_area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,lh_bankssts_thickness,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_cuneus_thickness,lh_entorhinal_thickness,lh_fusiform_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_lingual_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_paracentral_thickness,lh_parsopercularis_thickness,lh_parsorbitalis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precentral_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_rostralmiddlefrontal_thickness,lh_superiorfrontal_thickness,lh_superiorparietal_thickness,lh_superiortemporal_thickness,lh_supramarginal_thickness,lh_frontalpole_thickness,lh_temporalpole_thickness,lh_transversetemporal_thickness,lh_insula_thickness,lh_MeanThickness_thickness,rh_bankssts_thickness,rh_caudalanteriorcingulate_thickness,rh_caudalmiddlefrontal_thickness,rh_cuneus_thickness,rh_entorhinal_thickness,rh_fusiform_thickness,rh_inferiorparietal_thickness,rh_inferiortemporal_thickness,rh_isthmuscingulate_thickness,rh_lateraloccipital_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_middletemporal_thickness,rh_parahippocampal_thickness,rh_paracentral_thickness,rh_parsopercularis_thickness,rh_parsorbitalis_thickness,rh_parstriangularis_thickness,rh_pericalcarine_thickness,rh_postcentral_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_precuneus_thickness,rh_rostralanteriorcingulate_thickness,rh_rostralmiddlefrontal_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_superiortemporal_thickness,rh_supramarginal_thickness,rh_frontalpole_thickness,rh_temporalpole_thickness,rh_transversetemporal_thickness,rh_insula_thickness,rh_MeanThickness_thickness,Left.Lateral.Ventricle,Left.Inf.Lat.Vent,Left.Cerebellum.White.Matter,Left.Cerebellum.Cortex,Left.Thalamus.Proper,Left.Caudate,Left.Putamen,Left.Pallidum,X3rd.Ventricle,X4th.Ventricle,Brain.Stem,Left.Hippocampus,Left.Amygdala,CSF,Left.Accumbens.area,Left.VentralDC,Left.vessel,Left.choroid.plexus,Right.Lateral.Ventricle,Right.Inf.Lat.Vent,Right.Cerebellum.White.Matter,Right.Cerebellum.Cortex,Right.Thalamus.Proper,Right.Caudate,Right.Putamen,Right.Pallidum,Right.Hippocampus,Right.Amygdala,Right.Accumbens.area,Right.VentralDC,Right.vessel,Right.choroid.plexus,X5th.Ventricle,WM.hypointensities,Left.WM.hypointensities,Right.WM.hypointensities,non.WM.hypointensities,Left.non.WM.hypointensities,Right.non.WM.hypointensities,Optic.Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,BrainSegVolNotVentSurf,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,SupraTentorialVolNotVentVox,MaskVol,BrainSegVol.to.eTIV,MaskVol.to.eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,eTIV
adhd118717,1024,827,2475,1878,593,3783,4557,4051,1329,6535,3241,3351,2178,3677,792,1569,2210,905,1626,2033,5117,1531,5015,4613,1056,7748,8088,6944,4114,5347,293,553,558,3024,102627,1115,711,2845,2141,407,3157,5749,3160,1253,6439,3531,4049,2118,3997,725,1778,1639,993,1864,2244,4351,1433,5371,4607,680,7958,7524,7100,4800,4348,341,451,414,2635,101907,2.656,2.643,2.615,1.95,2.796,2.707,2.549,2.799,2.459,2.119,2.603,2.065,2.471,2.904,3.245,2.454,2.718,2.765,2.495,1.546,2.22,2.484,2.644,2.506,2.741,2.533,2.784,2.354,2.779,2.603,3.049,3.84,2.344,2.883,2.53123,2.603,2.42,2.683,2.169,3.188,2.641,2.635,2.676,2.51,2.315,2.51,2.066,2.5,2.994,2.731,2.485,2.608,2.605,2.43,1.716,2.178,2.487,2.605,2.489,2.721,2.404,2.747,2.334,2.883,2.673,2.621,3.699,2.572,2.953,2.52714,6797.4,291.2,14128.5,59537.4,9166.3,4267.4,6026,2297.5,621.8,2120.5,22241.9,3896.2,1481,731.2,620.9,5042.2,59,424.1,4055.2,383.9,13746.5,61507.9,8962.1,4305,5943.7,2232.2,4040.4,1735.9,586.5,4744.3,17.8,414.2,0,465.6,0,0,0,0,0,214,941,573.7,513.6,436.8,1037.5,1280402,1264984,1265425.24793,289779.435603,287859.299135,577638.734738,237141.001795,234746.511399,471887.513194,67008,766392.734738,1131341.24793,1119318.24793,1115977,1701577,0.764615,1.016128,52,52,104,1674570.0038,1674570.0038
adhd828003,931,756,2145,1612,497,3147,4628,3877,1171,5667,2829,3696,1835,3267,703,1398,1909,805,1878,1793,4543,1341,4640,4238,1005,6375,7536,6431,3503,3373,262,448,401,2221,90802.2,1034,804,2214,1942,427,2761,4672,3925,1173,5096,3265,3566,2065,3902,624,1546,1727,945,1631,1996,5023,1135,5511,4837,565,6148,7043,5478,3662,3987,262,503,329,2185,91980.4,2.779,2.545,2.756,1.937,3.17,2.764,2.673,2.741,2.524,2.267,2.804,2.177,2.602,2.816,2.739,2.481,2.861,2.852,2.68,1.621,2.234,2.48,2.75,2.558,3.172,2.567,2.897,2.357,2.91,2.773,2.562,2.841,2.079,3.04,2.5984,2.824,2.639,2.652,1.93,3.188,2.812,2.678,2.837,2.662,2.34,2.567,2.175,2.567,2.989,2.489,2.623,2.483,2.702,2.447,1.666,2.106,2.444,2.674,2.52,3.458,2.491,2.797,2.352,2.961,2.731,2.936,3.333,2.389,2.991,2.57103,5246.6,254.5,15129.6,57340.9,7799,3993.5,5357.7,2213.1,679.8,928.9,20426.9,4353.8,1673.9,940.3,570.4,4432.9,28.6,443,5989.8,339.2,13523.3,56225.3,7593.3,4110.7,5466.6,2218.9,4154.6,1776.1,591.6,4084.5,23.9,443.1,2.7,512,0,0,0,0,0,56.1,995.5,605.4,617.2,623.9,786,1168394,1153440,1153910.79416,263131.728848,265555.908059,528687.636907,209884.053142,210497.104109,420381.157251,61890,705536.636907,1026472.79416,1014010.79416,1010478,1565149,0.771002,1.032813,46,45,91,1515423.58649,1515423.58649
adhd345468,1495,570,2116,1389,632,4024,5853,4462,1245,5185,3251,2475,2066,4337,811,1505,2302,794,1394,1154,4908,1321,5500,4808,947,5676,8147,5737,4232,5279,256,546,412,2929,97745.3,1056,951,2331,1609,546,3764,6812,4014,1189,4307,3658,3248,2171,4257,635,1553,1510,1042,1892,1617,4691,1290,5460,4852,845,6035,7512,6065,4063,4783,294,448,345,2429,97272.3,2.708,2.41,2.836,1.963,3.059,2.747,2.699,2.916,2.162,2.288,2.787,1.951,2.518,2.904,2.771,2.511,2.757,2.798,2.647,1.843,2.356,2.504,2.725,2.485,2.824,2.575,2.898,2.386,2.733,2.764,2.595,3.723,2.519,2.734,2.6218,2.751,2.446,2.715,1.949,3.306,2.827,2.631,2.805,2.193,2.379,2.642,2.07,2.587,3.134,2.694,2.429,2.842,2.824,2.638,1.696,2.32,2.415,2.675,2.52,2.872,2.475,2.904,2.318,2.955,2.63,2.807,3.655,2.673,2.999,2.60862,5499.1,366.2,14193.9,55184.5,9280.2,4686.1,6514.2,2375.1,748.6,1471.2,21189.6,4280.2,1851.1,949.6,612.6,4525.4,29.7,439.1,5496.1,370,13220.3,59112.2,9571.7,4801,6372.3,2083.9,4416.9,2084.8,666.8,4397.4,30.1,450.6,0,663.3,0,0,0,0,0,175.8,830.5,403,626.3,466.8,743.7,1252595,1237202,1237859.76605,288139.360672,285886.999913,574026.360585,228305.430844,223325.974621,451631.405465,70065,759513.360585,1110579.76605,1098354.76605,1094974,1706199,0.75817,1.032728,47,58,105,1652128.90371,1652128.90371
adhd206850,1043,808,2218,1562,435,3055,5493,3976,1111,5740,3433,3275,2298,3813,716,2003,2214,847,1697,1366,4782,1551,4909,4771,1197,6759,7813,6729,4464,4616,213,517,502,2703,98621.1,1116,887,2327,1860,393,3108,6310,3405,1017,5225,3900,3395,2608,4237,649,1972,1688,1008,1780,1749,4312,1705,4796,5293,741,6380,7889,6470,4425,4372,294,459,376,2451,98593.2,2.498,2.693,2.408,2.037,3.234,2.703,2.517,2.723,2.333,2.174,2.577,2.092,2.457,2.845,2.863,2.416,2.694,2.697,2.43,1.803,2.2,2.617,2.596,2.421,2.761,2.403,2.669,2.327,2.796,2.622,2.878,2.87,2.366,2.842,2.50088,2.835,2.476,2.549,2.005,2.786,2.782,2.594,2.806,2.366,2.395,2.533,2.164,2.619,2.876,2.598,2.377,2.639,2.692,2.502,1.842,2.241,2.424,2.575,2.415,2.83,2.433,2.678,2.358,2.85,2.64,2.442,2.921,2.499,2.921,2.53324,8012.9,427.5,12830.2,51320.1,8067.2,4243.3,5606.5,2182.5,817,1733.9,19823.6,4178.7,2092.3,894.3,623.1,4554.5,24.3,498.7,6712.2,342.6,12124.9,50230.6,7952.9,4316.2,5449.8,2095,4132.7,1973.4,564.1,4234.2,13.9,494,0,541.3,0,0,0,0,0,126.1,1155.8,530.1,580.4,672.8,868.7,1240264,1220624,1220344.21489,278816.053838,280752.637287,559568.691125,236267.009051,235132.514714,471399.523765,63629,724944.691125,1112709.21489,1096429.21489,1094773,1658735,0.954658,1.276764,74,44,118,1299171.28828,1299171.28828
adhd525800,726,658,2097,1543,576,3463,4478,3018,1024,5107,3147,2868,2067,2886,615,1242,1825,860,1586,1532,4385,1375,4477,4078,985,6771,7901,5771,4102,3371,279,557,443,2914,88720.3,860,758,2724,1599,508,3108,4544,3432,1065,5286,3044,3089,2016,3306,623,1545,1373,922,1529,1579,3880,1331,4966,4244,678,6410,7427,5612,3508,3554,313,555,327,2871,88586.5,2.428,2.45,2.698,1.959,3.291,2.8,2.589,2.804,2.252,2.308,2.743,1.995,2.654,2.97,3.033,2.397,2.713,2.688,2.528,1.827,2.332,2.325,2.703,2.357,2.97,2.537,2.786,2.346,2.946,2.59,2.656,3.239,2.415,2.905,2.57144,2.685,2.243,2.666,1.95,3.441,2.791,2.651,2.912,2.362,2.322,2.656,2.169,2.513,2.952,2.736,2.52,2.618,2.778,2.463,1.837,2.198,2.373,2.509,2.389,2.875,2.437,2.765,2.254,2.917,2.651,2.88,3.67,2.339,2.892,2.54815,5553.6,400,12725.6,52683.5,6872.5,3511.2,4863.4,1791.5,717.7,1718.9,17665.8,3930.7,1673.3,1006.4,530.4,3758,13.1,476.4,8067.3,670.2,12158.1,54164.4,6698.9,3784.9,5042.9,1818.8,4066.7,1772.5,586,3636.7,11.8,637,0,383.8,0,0,0,0,0,135.3,893.9,504.5,444.5,458.4,898.6,1141193,1122321,1122903.5502,253619.698497,253159.693699,506779.392195,216179.446898,213262.711104,429442.158002,55685,669687.392195,1008761.5502,993281.550198,991209,1579681,0.771189,1.067508,38,16,54,1479783.92379,1479783.92379
adhd634400,1376,1179,2366,1469,486,3331,5237,4713,1263,5094,3187,2941,2251,4137,623,1281,1687,877,1572,1393,4188,1685,5182,3964,1164,6745,7899,5093,4504,4499,245,517,380,2939,95466.8,1112,798,1568,1516,570,3200,7314,4164,1014,5387,2891,3130,2112,4089,648,1612,1234,968,1971,1370,4149,1255,5288,4062,715,7984,8195,5486,3855,4175,328,588,323,2498,95551.9,2.562,2.624,2.419,1.92,3.602,2.606,2.473,2.745,2.314,2.113,2.729,1.943,2.411,2.994,2.671,2.323,2.735,2.798,2.55,1.796,2.294,2.336,2.624,2.418,2.827,2.497,2.669,2.313,2.821,2.665,3.202,3.782,2.354,2.809,2.52723,2.809,2.329,2.523,1.993,3.564,2.624,2.475,2.775,1.994,2.143,2.697,2.084,2.525,2.951,2.79,2.37,2.622,2.906,2.627,1.775,2.201,2.408,2.549,2.457,2.805,2.355,2.754,2.209,2.971,2.452,2.757,3.874,2.646,3.062,2.5138,7260.7,419.4,13879.7,61381.6,8567.1,4174,5479.7,2569.6,809.9,1575.9,21201,4210.3,1624.4,1085.4,603,4607.1,20.6,559.2,5681.9,479.6,12398.6,60104,9025.7,4439.4,5596.7,2099.9,4315.4,2015.7,552.9,4706.9,16.9,612.7,0,523.7,0,0,0,0,0,236.8,1040.9,655.1,860.8,737.1,992.6,1260738,1242633,1242807.89894,268329.990842,269369.063782,537699.054624,246621.244502,244885.599815,491506.844316,66423,726002.054624,1112214.89894,1097512.89894,1095278,1711041,0.721642,0.979394,53,73,126,1747041.10046,1747041.10046
adhd271753,1383,964,1975,1964,477,3999,5958,3902,1321,5969,3584,3858,2339,3233,784,1370,1743,1038,1857,2385,4704,1734,4834,4808,1072,8649,7920,5889,3646,4833,346,538,364,3333,102766,1069,854,2112,2115,400,3519,7158,3543,1137,6597,3482,3896,2400,3996,782,1654,1287,1020,1548,2558,4002,1371,6066,4743,729,7333,8561,5585,4041,3949,356,549,345,3130,101881,2.513,2.58,2.723,2.011,3.107,2.726,2.525,2.862,2.349,2.074,2.529,2.106,2.399,3.025,2.726,2.596,2.751,2.536,2.319,1.755,2.14,2.513,2.653,2.537,2.899,2.475,2.81,2.322,2.842,2.633,2.776,4.005,2.434,2.982,2.52645,2.636,2.511,2.583,1.904,3.02,2.715,2.47,2.902,2.367,2.194,2.445,2.099,2.493,2.995,2.638,2.436,2.694,2.608,2.537,1.91,2.211,2.536,2.624,2.466,3.093,2.454,2.779,2.26,2.862,2.534,2.641,3.869,2.28,2.89,2.51662,11468.1,592,15931.5,61580.7,9748,4711.7,6433.6,2949.6,1293.1,2916,25744,4003.9,2066.5,1234.8,774.7,5205.4,17,678.7,12341.1,638,15375.7,62451.6,9536.6,5062.1,6226.7,2850.7,4100.7,2317.1,731.9,5197.5,12.5,653.1,0,631.2,0,0,0,0,0,174.3,1068.1,618.7,505.8,497.2,1073.7,1330952,1299257,1299944.53894,287956.148773,285349.174941,573305.323713,249111.10481,247710.110421,496821.21523,73877,772765.323713,1172535.53894,1146262.53894,1143184,1848540,0.71576,0.994109,43,47,90,1859495.11085,1859495.11085
adhd323301,929,528,2608,1859,377,2991,4055,3304,1030,5442,3037,2839,2139,3891,695,1465,2037,715,1337,1445,4964,1038,4750,3933,937,5665,8090,5110,4286,4104,210,451,429,2826,89512.8,871,792,2053,1648,389,3026,4982,3425,956,5181,3106,2861,2300,3695,664,1580,1494,1006,1784,1505,4283,1301,5347,3713,566,6228,7143,5783,3952,4100,339,429,384,2912,89795.6,2.51,2.617,2.67,1.901,3.642,2.672,2.617,2.928,2.323,2.158,2.697,1.877,2.643,2.998,2.856,2.368,2.588,2.863,2.472,1.526,2.244,2.355,2.581,2.44,2.808,2.517,2.738,2.378,2.904,2.753,3.158,3.766,2.406,2.895,2.55434,2.769,2.544,2.653,2.041,3.535,2.757,2.566,2.883,2.405,2.124,2.599,2.107,2.554,3.03,2.707,2.368,2.521,2.833,2.515,1.804,2.207,2.355,2.552,2.494,2.829,2.395,2.73,2.346,2.865,2.715,2.522,3.712,2.417,2.998,2.5465,6512.8,267,15142.1,56670.7,8441.4,4054.2,4750.6,2360.9,774.5,1222,19536.1,3844.6,1598.1,1131.3,608.2,4049.5,60.5,396.5,6333,288.7,12944.2,59671.5,7647.9,4477.2,5316.8,1933.1,3972.5,1642.7,647.4,4065.4,12.8,453.7,0,278.7,0,0,0,0,0,140.5,999.8,606.1,546.6,578.4,831.4,1161590,1144570,1145142.97708,255283.475115,256139.083941,511422.559056,215248.094236,213575.32379,428823.418026,60642,689119.559056,1016833.97708,1002900.97708,1000246,1580247,0.835203,1.136225,33,50,83,1390787.48379,1390787.48379
adhd216076,1191,882,2988,1509,491,3819,5001,3779,1446,5370,3383,3189,2047,3929,704,1259,1885,892,1595,1453,4846,1564,5615,4124,1028,6840,7864,6175,4732,4490,285,567,515,3126,98571.8,984,690,2437,1763,478,3536,6619,3766,1123,6052,3401,3170,2129,4050,701,1765,1605,1105,1908,1763,4526,1465,5520,4243,636,7902,8100,6266,4092,4167,288,542,403,3030,100222,2.684,2.614,2.673,2.022,3.122,2.717,2.631,2.883,2.383,2.158,2.692,2.04,2.642,3.035,2.66,2.569,2.81,2.527,2.606,1.973,2.36,2.509,2.79,2.568,2.903,2.659,2.814,2.378,2.962,2.838,2.514,3.374,2.534,2.905,2.6258,2.708,2.454,2.648,1.889,3.113,2.749,2.606,2.789,2.49,2.297,2.739,2.202,2.682,3.073,2.627,2.628,2.765,2.561,2.514,1.767,2.224,2.544,2.673,2.556,2.831,2.406,2.809,2.365,2.928,2.734,2.676,3.506,2.697,3.065,2.58992,6327.5,268.3,13899.4,58629.6,8546.3,4482.8,5544.2,2479,727.5,2044.9,22893.4,4212.9,1705.4,767.3,714.1,4805.5,36,452.6,6049.3,353.6,14087.5,61662.1,8589.2,4462.6,5503.7,2320,4271.3,1976.1,689.3,4692.5,69.4,508.2,0,747.8,0,0,0,0,0,214.4,1086.2,636.6,712.7,744.1,1050.4,1306457,1289261,1289834.68396,293889.954997,295381.688656,589271.643653,242358.779624,243538.260679,485897.040302,67001,777043.643653,1157604.68396,1143898.68396,1141469,1772097,0.74205,1.006527,72,71,143,1760605.45475,1760605.45475
adhd283201,1028,591,1982,1675,362,2948,4105,3320,1108,5007,2981,3187,2072,2951,705,1399,1772,801,1268,1911,3902,1280,4951,3350,871,5794,7021,5516,3440,3968,211,417,403,2115,84395.6,883,729,1946,1781,393,2818,5752,3209,980,4898,3054,3283,1903,3003,703,1581,1496,771,1895,2055,3873,1244,4524,3465,784,5640,7027,5384,3071,2947,293,440,268,2074,84094.1,2.484,2.555,2.641,1.897,3.316,2.719,2.526,2.644,2.248,2.106,2.61,2.047,2.416,2.921,2.71,2.409,2.686,2.89,2.6,1.732,2.297,2.406,2.686,2.397,2.955,2.41,2.778,2.286,2.715,2.63,2.641,3.597,2.489,2.689,2.49893,2.625,2.27,2.592,1.997,3.87,2.695,2.566,2.734,2.328,2.091,2.55,2.107,2.455,2.889,2.825,2.388,2.59,2.754,2.522,1.794,2.335,2.437,2.583,2.369,2.679,2.351,2.775,2.249,2.863,2.603,2.893,3.648,2.366,2.658,2.49001,4908.6,295.4,12701.5,55851.8,7828.6,3861.4,5854,2060.9,1208.1,3297.5,20792.5,3803.3,1432.4,668.9,580.8,4296.1,37.6,321.5,5391.9,320.4,11712.5,56421.4,7949,4056.3,5674.3,1876.4,3953.8,1614.6,478.7,4249.1,25.9,407.9,0,280.8,0,0,0,0,0,115.8,778.4,531.2,596.4,556,609.4,1089343,1073024,1073286.35731,236043.985123,235354.986775,471398.971898,202825.243089,202388.142318,405213.385406,60655,644764.971898,950418.357305,939179.357305,936948,1461292,0.773996,1.038272,45,43,88,1407426.95613,1407426.95613
adhd504196,1152,592,2144,1429,642,3681,4889,3836,1191,5596,3313,3193,2471,3078,683,1408,1819,1171,1995,1547,4699,1331,5131,4312,1037,7098,8135,5800,3964,4846,315,510,427,2420,95848.7,869,986,2179,1828,489,3117,5404,4279,1105,5203,3070,3763,2419,4132,545,1432,1786,1305,2523,1937,4090,1645,5037,4532,833,6785,7253,5525,3728,4381,349,464,358,2927,96273.1,3.01,2.916,2.945,2.295,3.112,3.019,2.851,3.085,2.617,2.406,2.77,2.348,2.339,3.25,2.912,2.77,2.787,3.055,2.598,1.92,2.455,2.675,2.869,2.791,2.85,2.698,3.066,2.495,3,3.009,2.913,3.76,2.876,3.366,2.78588,2.975,2.834,2.894,2.35,3.272,2.931,2.873,3.008,2.468,2.603,2.823,2.391,2.493,3.189,2.86,2.798,2.589,3.063,2.692,1.871,2.376,2.548,2.79,2.711,2.96,2.541,3.001,2.562,2.937,3.014,3.059,3.95,2.802,3.249,2.76425,4844.5,270.1,13389,66083.9,8700.2,4651,5642,1820.2,814.7,1467.6,17829.3,3719.4,1615.1,995.1,665.5,3823.4,17.9,382.3,3678.8,251.6,12764.4,64249.2,8457.7,4771.6,5524.1,1863.4,4098.4,1723.4,707.2,3771.2,17.3,491.3,0,2060.2,0,0,0,0,0,175.6,951.9,530,687.7,678.9,909.4,1314378,1301866,1302194.35199,304793.966935,304476.088872,609270.055807,237139.72041,236125.575769,473265.296179,63118,803630.055807,1157830.35199,1148500.35199,1145183,1692973,0.845307,1.08879,42,39,81,1554912.09786,1554912.09786
adhd743760,904,819,2728,1551,573,3490,4106,3725,1299,5386,3149,3630,2135,3409,720,1721,1844,722,1586,1692,5068,1546,6216,4038,971,5870,8759,5423,4359,4296,300,425,525,2585,95564.3,1037,753,2826,1480,568,3545,5323,3715,1124,5182,2915,3692,2369,3795,786,1798,1686,904,1584,1588,4724,1740,5755,4182,676,6107,8549,5432,3751,4104,338,465,337,2601,95377.8,2.829,2.957,2.638,2.063,3.213,2.797,2.753,2.743,2.453,2.242,2.675,2.075,2.772,3.05,2.693,2.576,2.758,3.022,2.606,1.741,2.18,2.655,2.479,2.601,3.212,2.644,2.764,2.43,2.963,2.864,2.999,3.424,2.439,3.221,2.61969,3.007,2.636,2.558,2.106,3.391,2.954,2.841,2.909,2.57,2.353,2.794,2.192,2.422,3.193,2.646,2.452,2.773,2.771,2.759,1.919,2.124,2.495,2.433,2.715,3.061,2.513,2.713,2.453,3.024,2.933,2.74,3.682,2.606,3.06,2.64192,3958.2,428.2,14640.9,60252.5,9147.3,4020.7,6084.6,2210.2,935.1,2288.3,23582.8,4084.4,1838.8,1076.5,681.1,4709.6,58.4,340.9,3378.2,244.9,13441.3,65771.8,9330.6,3883.6,6030.7,2131.5,4342.7,1766.4,714.8,4411.1,20.5,345.7,0,902.4,0,0,0,0,0,220.6,792.2,394.8,619.9,602.3,818.2,1249450,1237161,1237177.14703,283391.576859,284150.600302,567542.177161,222720.013836,225293.956034,448013.969869,66971,762002.177161,1093071.14703,1084926.14703,1082355,1684907,0.757386,1.021349,114,92,206,1649687.74921,1649687.74921
adhd422473,1129,534,2164,1272,391,3144,5158,3902,1406,5293,2819,3746,1350,3324,739,1448,1982,775,1492,1452,4205,1321,4816,4257,550,6117,7446,6199,3873,4064,258,516,474,2763,90372,1174,633,1850,1673,406,3378,5630,3820,1074,6133,3283,3390,1654,3660,728,1704,1347,961,1757,1688,3838,1503,4588,4266,536,6186,6936,5049,3963,3737,298,458,373,2025,89695.4,2.957,2.992,2.991,1.972,3.378,2.997,2.69,2.957,2.656,2.249,2.852,2.273,2.826,3.123,2.763,2.76,2.801,3.124,2.805,1.905,2.375,2.935,2.774,2.65,3.691,2.722,3.121,2.477,3.197,2.841,3.161,3.869,2.912,3.123,2.76264,2.894,2.703,2.971,2.08,3.441,2.922,2.855,2.947,2.56,2.325,2.704,2.353,2.784,3.156,2.741,2.626,2.989,3.157,2.749,1.941,2.298,2.647,2.782,2.658,3.152,2.782,3.086,2.557,3.086,2.903,2.819,3.292,2.857,3.465,2.75935,7286.3,246.2,11788.4,58655.4,7525.4,3869,4690.3,1774.1,1073,2194.3,17854.9,3742.5,1515,785.1,551.7,3685.8,25.4,326.4,6857.6,406.6,11207.8,58320.4,7180.6,3883.2,4698.4,1571.4,4397.7,1404.8,610.4,3836.4,13.4,208.3,0,690.9,0,0,0,0,0,157.4,798.3,445.8,401.6,464.6,762.4,1160652,1141892,1142316.33174,282304.861408,279884.771266,562189.632674,192893.945066,190278.754,383172.699066,56647,737072.632674,1019372.33174,1004517.33174,1001447,1504974,0.821215,1.064839,73,85,158,1413334.35759,1413334.35759
adhd869165,1257,633,2198,1830,621,3673,5154,4344,1192,7262,3029,4002,2378,4026,769,1457,1683,783,1795,1734,4240,1224,5240,4175,1007,6134,7595,5552,4473,4196,278,496,535,2564,97498.6,1238,649,2336,1674,585,3804,6603,4117,1159,6845,2667,3361,2077,4115,532,1396,1604,898,1836,1658,4353,1413,4780,4753,637,6556,7552,5098,4038,3852,345,498,354,2905,96281,2.922,3.633,3.008,2.154,3.068,3.109,2.848,2.949,2.699,2.295,2.916,2.249,2.665,3.316,3.185,2.766,2.938,2.942,2.901,1.737,2.339,3.09,2.779,2.898,3.085,2.81,3.164,2.637,3.229,2.903,3.036,3.689,2.58,3.443,2.8202,3.22,2.816,2.663,2.129,3.403,2.872,2.822,3.127,2.503,2.454,3.014,2.315,2.74,3.361,3.33,2.747,2.863,3.096,2.689,1.745,2.27,2.792,2.654,2.771,3.266,2.636,3.105,2.652,3.251,2.918,2.981,3.839,2.916,3.241,2.79592,5535.8,446.3,15072.8,67210.3,8399.9,4017.7,6013,2243.6,764.9,1298,19965.2,4770.3,1983.3,776.7,616,4218.5,43.2,424.5,2527.6,307,14284.6,65437.1,8590.6,3801.7,5990.6,2029.7,4615.2,1821.3,820.9,4182.7,22,294.8,0,761.6,0,0,0,0,0,221.9,871.4,490.7,720.2,594.1,863.8,1305412,1293849,1294479.22328,308933.296253,304126.340548,613059.636802,229092.432164,224298.154312,453390.586476,65563,812372.636802,1143685.22328,1134810.22328,1131258,1680488,0.828447,1.066479,66,61,127,1575734.42262,1575734.42262
